Date,Stock,Open,High,Low,Close,Volume
2023-01-30,RELIANCE,97.89205248669464,99.31520515678,96.82155446385849,98.03967754008498,1750824.0
2023-01-31,RELIANCE,98.1553487926832,98.76719007434646,96.3583775436435,97.81390123959844,239227.0
2023-02-01,RELIANCE,97.85271661168453,98.90581971361395,97.36319686161,97.88142944428637,1873055.0
2023-02-02,RELIANCE,96.93578619608806,97.39744400501114,95.76090327238936,96.4566812580729,792137.0
2023-02-03,RELIANCE,96.04644067184347,96.81306159442305,95.40473565856958,95.91229853354773,381854.0
2023-02-06,RELIANCE,95.64948586482208,97.0828614545658,94.87574640910299,96.02322112325758,4974196.0
2023-02-07,RELIANCE,95.04840510791072,95.527467791766,93.4741969968853,94.87222754583529,760327.0
2023-02-08,RELIANCE,95.07302957961267,95.92985369467623,94.50444326760466,95.24792556418096,1757153.0
2023-02-09,RELIANCE,94.83361407094824,96.00907249527566,93.22025232946584,94.64728687426215,4445398.0
2023-02-10,RELIANCE,93.92523427263129,95.80170858660252,93.79532573417931,94.35559312446888,1585255.0
2023-02-13,RELIANCE,93.42876794941543,94.62719582851923,92.31945048543396,93.75388651223948,4256004.0
2023-02-14,RELIANCE,95.96190195565421,96.37690936989198,94.75454200950878,95.60616469674842,1906684.0
2023-02-15,RELIANCE,95.31984702903401,96.73666701524951,94.99124664356127,95.59266747201049,1909858.0
2023-02-16,RELIANCE,94.87199766829752,95.44369071415268,93.54908478386827,94.53495654305459,579083.0
2023-02-17,RELIANCE,95.13677754361218,95.88288781081812,94.60072488743727,95.35750145515777,1494316.0
2023-02-20,RELIANCE,94.27953971524546,94.79281040255294,93.35178490322484,94.13665780518676,2001740.0
2023-02-21,RELIANCE,94.53967197370133,95.56149362903889,93.53823143526522,94.3455214001915,4362627.0
2023-02-22,RELIANCE,92.39850602945678,93.54477521822187,91.08282537847906,92.38585127631173,4684946.0
2023-02-23,RELIANCE,90.86297590411004,91.5847612199168,90.01850395073805,91.05766522741331,2395936.0
2023-02-24,RELIANCE,90.96717083965353,91.97649862521538,90.44321876412643,91.25452646328243,4401400.0
2023-02-27,RELIANCE,91.52618239784026,92.72406783986591,90.88265925996691,91.99299304327783,4741094.0
2023-02-28,RELIANCE,91.96830772570853,93.33625406806654,90.94821065024462,92.1643613244678,2807184.0
2023-03-01,RELIANCE,92.20187583261085,92.56842357983393,91.27608904134604,92.04871304207957,3012066.0
2023-03-02,RELIANCE,92.18591416493877,92.35171792847486,90.83406024496493,91.74760934649028,3870771.0
2023-03-03,RELIANCE,90.6402918383859,91.56900344149604,89.6472012627859,90.26908735612285,1640724.0
2023-03-06,RELIANCE,89.81530792426344,90.22778780978247,88.86809379819346,89.54924314772813,2065730.0
2023-03-07,RELIANCE,89.37705172002165,90.24135048462023,87.90748652280338,89.08860437676836,4662530.0
2023-03-08,RELIANCE,90.31071150646326,90.883909384034,89.46428825529163,90.14572660298727,4420614.0
2023-03-09,RELIANCE,90.24963175012174,91.08878628531508,89.46418150888867,90.48934489255574,4183290.0
2023-03-10,RELIANCE,89.13349976789883,89.46947692819245,87.51725847547056,88.72630473719299,775673.0
2023-03-13,RELIANCE,89.22112101849363,90.27265563844345,88.44351178349305,89.0503887065878,4162224.0
2023-03-14,RELIANCE,88.7257470571519,90.02100289427776,87.59799420654257,88.66530642617147,1988529.0
2023-03-15,RELIANCE,87.599373895079,89.3186042904325,87.23182164216415,87.98838442586552,1194316.0
2023-03-16,RELIANCE,88.54711625851282,89.49724424432485,87.1371338394688,88.60006071470639,4400915.0
2023-03-17,RELIANCE,89.59141850840426,90.79914537377299,88.64751459048242,89.63106023720233,1736675.0
2023-03-20,RELIANCE,90.9269039658412,91.26732465173436,89.25634780654337,90.56234035631853,806673.0
2023-03-21,RELIANCE,89.76977105328369,90.51627056335691,88.67289629093963,89.7231228330959,901849.0
2023-03-22,RELIANCE,89.2943110062151,90.8102462757658,88.87049792438987,89.41391045724468,1828665.0
2023-03-23,RELIANCE,90.2219742171589,90.25817581215898,88.61202251305421,89.74517388864824,1261068.0
2023-03-24,RELIANCE,90.33143960909692,91.30622754662507,89.26931567356394,90.7207190157706,1135891.0
2023-03-27,RELIANCE,90.16409320623725,90.94943103307133,89.13993295777898,90.24154477792531,853494.0
2023-03-28,RELIANCE,89.5979104764329,90.58241800513531,88.73669694183471,90.0558858012615,
2023-03-29,RELIANCE,89.1894549480224,89.63098626234526,87.56534436390706,88.94955082725546,742762.0
2023-03-30,RELIANCE,88.17142075537396,88.8363857641445,87.02526443122588,87.7533442031748,867876.0
2023-03-31,RELIANCE,88.3459073551195,89.4872945761615,87.85382518566077,88.565870025569,3804697.0
2023-04-03,RELIANCE,90.28045173093894,91.3147817652168,88.81112906528882,89.92211005413982,1306184.0
2023-04-04,RELIANCE,89.64231816302139,91.16754349429793,88.93907146275278,89.85009993255949,1860511.0
2023-04-05,RELIANCE,91.26440299209543,91.69545018214939,89.5137715275848,90.85363283045152,4684074.0
2023-04-06,RELIANCE,91.46923075909594,91.97469228893044,89.81524573210113,91.21526885549915,3641815.0
2023-04-07,RELIANCE,90.87505587773545,91.44984150906129,89.7167277215913,90.57014910089401,146002.0
2023-04-10,RELIANCE,90.44955126200288,92.02183964891724,90.19467414742795,90.93154470640243,4710146.0
2023-04-11,RELIANCE,92.93239162994242,93.23764491369127,91.18905575762453,92.4695812728684,815339.0
2023-04-12,RELIANCE,92.66042622582877,93.55790414160758,91.65894919821031,92.43375523375845,4239289.0
2023-04-13,RELIANCE,93.8031499849586,94.9078105417637,92.67578457105878,93.99839888957246,1884006.0
2023-04-14,RELIANCE,91.70804845034156,92.4307009663347,90.45491553183395,91.37865378548271,728889.0
2023-04-17,RELIANCE,91.98207748827286,93.13668281899325,91.03300639056646,92.20055628985793,2467108.0
2023-04-18,RELIANCE,92.66035719766224,93.08206911763803,91.69206804426143,92.2876033580961,4689699.0
2023-04-19,RELIANCE,91.60117639804217,93.43704931459239,90.86473668295366,,3944886.0
2023-04-20,RELIANCE,92.28404276162654,93.3439625783255,91.12858910542852,92.08035678416574,1025779.0
2023-04-21,RELIANCE,90.13348634620975,90.7329010453313,89.00617940638936,90.09278786956484,2629832.0
2023-04-24,RELIANCE,89.46965045192277,91.24158395762525,89.20510177398248,89.87311598172734,3419151.0
2023-04-25,RELIANCE,89.97212238149793,91.2176597514886,88.99335480829491,90.23022855323909,325391.0
2023-04-26,RELIANCE,91.22052663425792,93.1026748248747,90.34532552043737,91.7081225979806,291387.0
2023-04-27,RELIANCE,91.15862034517146,92.48970763565427,90.47311257961617,91.18985237970695,3732632.0
2023-04-28,RELIANCE,90.18262403757377,91.306572281283,89.78564422129361,90.38135877681377,4708474.0
2023-05-01,RELIANCE,89.97795921752699,90.40207104154933,89.35596314718289,89.87960173322922,2884067.0
2023-05-02,RELIANCE,90.5922416586399,91.56368121031625,89.65303235048803,90.7950038509313,1474073.0
2023-05-03,RELIANCE,90.92367407209797,92.16538917525185,90.0166609245022,91.12375496059099,2635394.0
2023-05-04,RELIANCE,90.83718795555555,91.72747297665009,89.54729734410988,90.59399475682395,4657220.0
2023-05-05,RELIANCE,90.65540502591566,91.8651498753705,90.37531509382133,91.1072621899373,4472352.0
2023-05-08,RELIANCE,91.60723473447733,91.84369581335817,90.31343374337983,91.20433973928534,1524663.0
2023-05-09,RELIANCE,92.52524860420942,93.50791496661753,91.07850839463207,92.17298472981824,2569146.0
2023-05-10,RELIANCE,91.63873631916728,92.95533381664443,90.4741647770817,91.47093163594087,3391070.0
2023-05-11,RELIANCE,91.2364910594505,92.1689596716458,89.65548396912823,91.14326948934311,786268.0
2023-05-12,RELIANCE,91.14346383435061,91.42284062205925,90.11472158365422,90.75116133621096,901955.0
2023-05-15,RELIANCE,88.97297656760755,90.0599537145982,88.09250183403124,89.28764638807883,1211009.0
2023-05-16,RELIANCE,89.16273582733425,90.10215734169088,88.67944789703913,89.58376666514341,2113148.0
2023-05-17,RELIANCE,89.58433210723284,91.2591207438838,88.91662232239769,89.8448219373233,4567223.0
2023-05-18,RELIANCE,90.14451367266595,90.4676864768559,88.6323376283076,89.84993539396577,1619593.0
2023-05-19,RELIANCE,89.15001852731709,90.69186473610486,88.42291210926624,89.61534826059061,2544291.0
2023-05-22,RELIANCE,88.28278435362368,88.9740327392274,86.70872152483801,88.1999775185402,247745.0
2023-05-23,RELIANCE,88.27476971196616,88.83351019829064,87.15093790632072,87.77933219577484,3892824.0
2023-05-24,RELIANCE,87.79231377308561,88.58803806759994,86.8325080298639,87.43661767924807,1830992.0
2023-05-25,RELIANCE,86.65578609907004,87.96408221373366,85.41000159289771,86.63434041002645,237686.0
2023-05-26,RELIANCE,86.03669560764709,87.17947597012105,85.39466778135403,86.47305469836044,2167636.0
2023-05-29,RELIANCE,87.20847906956068,87.38810138383346,86.10294488861517,86.87710555517498,4251923.0
2023-05-30,RELIANCE,88.86226996456271,89.4001770864543,88.18387208739651,88.7632914563855,2083044.0
2023-05-31,RELIANCE,88.55280226627691,90.33788791106545,88.35221101962091,88.93786926921734,4024221.0
2023-06-01,RELIANCE,88.78927694476347,90.56930973750264,87.801228785276,89.19541965994011,3414344.0
2023-06-02,RELIANCE,89.53060056361053,90.21838684634425,88.4291064194552,89.12097374417394,149976.0
2023-06-05,RELIANCE,87.37140279181298,88.30271938930856,86.37883096675938,87.2022025288749,2622620.0
2023-06-06,RELIANCE,87.50497545274244,88.34072532797194,86.44903225119869,87.17568865342568,2463128.0
2023-06-07,RELIANCE,87.61489776364898,87.91129014199016,86.38092255753479,87.23591886336672,3467611.0
2023-06-08,RELIANCE,89.77093332790032,91.11357292177695,89.1297371331059,89.699160975852,4505813.0
2023-06-09,RELIANCE,89.52424636282592,90.42557053596295,88.4877402201626,89.50680001107088,3742693.0
2023-06-12,RELIANCE,89.73877476372547,90.69148588165399,89.24073478981227,89.80834735340449,2127320.0
2023-06-13,RELIANCE,89.59058217149037,90.79255328898208,88.47327907587689,,1912105.0
2023-06-14,RELIANCE,88.53955350693843,89.15192351285478,87.87124546416928,88.60495754607972,2047238.0
2023-06-15,RELIANCE,90.02166001632489,90.41406372935081,88.70776844599023,89.74778036059473,1495796.0
2023-06-16,RELIANCE,90.60163682429665,91.73774700970787,89.11963430572006,90.49971339328151,4909045.0
2023-06-19,RELIANCE,91.6832686302794,91.87354400824968,90.13986797127735,91.29074534032455,3661262.0
2023-06-20,RELIANCE,90.324737899909,91.4845099949962,89.34840009897847,90.38135788552981,308859.0
2023-06-21,RELIANCE,91.89124177518467,92.52950130614724,90.95981844335054,91.78415219646591,4127902.0
2023-06-22,RELIANCE,90.51360868676562,91.2715967477156,89.54929922061544,90.38230113367364,145475.0
2023-06-23,RELIANCE,91.06085538978024,91.75785196424461,89.79967127227572,90.96915822747391,3403364.0
2023-06-26,RELIANCE,93.36224762636941,94.01528656974884,91.66547449206271,93.15961385328389,3339254.0
2023-06-27,RELIANCE,91.906510996528,93.38812343333744,91.00723833830382,92.1690775281532,1199577.0
2023-06-28,RELIANCE,91.6151435760962,92.39990151417359,90.5449963811804,91.60277979855042,944081.0
2023-06-29,RELIANCE,91.30665596644641,92.76883580393496,90.47178065339882,91.70243116363807,4723037.0
2023-06-30,RELIANCE,91.08346683716668,92.17500591172097,90.23374989723814,91.19895550952187,3795727.0
2023-07-03,RELIANCE,89.635959147077,90.81196324381838,89.08814973585496,89.64829207845574,1702970.0
2023-07-04,RELIANCE,89.86907931280723,91.15368479258652,88.65455823738384,89.71685505326175,1631064.0
2023-07-05,RELIANCE,89.10508239212186,89.88712343674591,87.19692605503027,88.65455133953566,4511887.0
2023-07-06,RELIANCE,89.22879483671919,89.84308414876159,88.45284082781318,89.12814377017084,327189.0
2023-07-07,RELIANCE,88.4523134521136,88.73990267099832,87.01871464511638,88.20871953593704,2176198.0
2023-07-10,RELIANCE,89.76492000044978,90.5209179852544,89.05772025229551,89.75865394095457,1568919.0
2023-07-11,RELIANCE,89.10950467999466,90.07047857931859,87.93957296414526,88.97540064861833,3381941.0
2023-07-12,RELIANCE,88.22427134854642,89.2047649458969,88.05666268276593,88.65333913241265,2750324.0
2023-07-13,RELIANCE,89.22124793062417,90.46322259698357,88.51648541352415,89.46685634978233,3510580.0
2023-07-14,RELIANCE,88.09784512655351,89.33283488226526,86.97982870445313,88.23599203334837,3785104.0
2023-07-17,RELIANCE,88.43594532295903,89.29769585876947,87.61588044371352,88.46345196795251,1520858.0
2023-07-18,RELIANCE,89.31624346773732,91.04150692598076,88.60568299774772,89.77059472223493,1848982.0
2023-07-19,RELIANCE,87.80313558522703,88.76970974080747,86.86766152688398,88.1631114876737,1545065.0
2023-07-20,RELIANCE,88.12455965399732,88.92288312794182,86.92056752672656,88.34774534620601,4996799.0
2023-07-21,RELIANCE,89.0791608313555,89.83581689665805,87.87298605859898,88.60762814045444,178077.0
2023-07-24,RELIANCE,89.2207980193348,90.38494232843794,88.49013509642243,89.38945101223175,4609322.0
2023-07-25,RELIANCE,88.13454135946574,89.34090269778139,87.50008428802323,88.15250030135365,1741232.0
2023-07-26,RELIANCE,86.52814140100777,87.76687102687313,85.339560186111,86.83204368826938,4545818.0
2023-07-27,RELIANCE,87.46476532496204,88.10038728712539,85.92698428596198,87.35398525388628,4195077.0
2023-07-28,RELIANCE,87.43165314263544,88.97007224479366,86.6110127968389,87.65096992711946,884192.0
2023-07-31,RELIANCE,87.60845535590377,89.20087865643433,86.55942948308892,87.90146277746534,4730232.0
2023-08-01,RELIANCE,88.26448361540831,89.44260745781675,87.22695300969028,88.24791098696232,1020114.0
2023-08-02,RELIANCE,87.07339206454425,88.3400314026138,86.44430057738107,87.56788626538383,701891.0
2023-08-03,RELIANCE,87.30780399519406,88.89037062941392,87.21101553042881,,3629921.0
2023-08-04,RELIANCE,87.81228124494537,88.95418633278354,86.8379420153467,88.09321243584351,2282926.0
2023-08-07,RELIANCE,86.91558238031797,87.97044309114378,86.75114753418191,87.37886101781714,2585670.0
2023-08-08,RELIANCE,88.85266128309259,90.66194910442414,87.91856789870937,89.2446355289619,3444250.0
2023-08-09,RELIANCE,89.55732909921244,90.35528708079265,88.4364403622033,89.71846844987368,3466085.0
2023-08-10,RELIANCE,88.82975063225085,89.97740230649184,87.31842025492807,88.52716495267104,4706976.0
2023-08-11,RELIANCE,89.25576720467417,90.12972433426283,88.64755818078011,89.18371856130487,4123278.0
2023-08-14,RELIANCE,88.22170461703396,88.89416981991616,87.40590853513221,88.20903689107755,637977.0
2023-08-15,RELIANCE,88.78961031802812,90.03802244219835,88.23300892490916,88.99612149482,2099014.0
2023-08-16,RELIANCE,90.58647079326022,91.5276629097038,89.29458066635588,90.1547170738274,3803292.0
2023-08-17,RELIANCE,89.2310497967129,90.56625964188527,88.74639200871187,89.3340347554757,1658141.0
2023-08-18,RELIANCE,89.88450365151579,91.60397203258145,88.86045306168894,90.29741088472001,3768280.0
2023-08-21,RELIANCE,90.82725832777432,91.86897517836724,89.65638957094414,90.71019181165651,2823408.0
2023-08-22,RELIANCE,91.1460903651276,92.72452853616886,90.72672766099298,91.53225197165101,1948058.0
2023-08-23,RELIANCE,93.27426809710663,94.77824060587027,92.53206343723066,93.42904495430494,4884808.0
2023-08-24,RELIANCE,93.1910687770199,93.93332484716127,92.23645429779725,93.18365683830208,2259173.0
2023-08-25,RELIANCE,92.80414319862977,93.41934563758774,91.32932634058398,92.4299206739446,4754419.0
2023-08-28,RELIANCE,91.53395282465918,92.26161568613865,90.52472681662256,91.54040624431906,142291.0
2023-08-29,RELIANCE,90.92685472538528,92.21226396735027,89.3052039861392,90.72459595935362,4722580.0
2023-08-30,RELIANCE,91.1403110889386,92.09155358962614,89.6505307670337,90.64749424993953,4689058.0
2023-08-31,RELIANCE,90.62013534465414,91.52807303612467,89.49648820993285,90.98864622475617,4597968.0
2023-09-01,RELIANCE,91.0400685496057,92.47091219660189,89.9139120663411,91.2653370240862,2222827.0
2023-09-04,RELIANCE,91.98709634871985,93.51776859053787,91.38400975876488,92.0925202731222,4967951.0
2023-09-05,RELIANCE,92.02735034353894,92.78609751012745,90.6749269503562,92.10552216500011,2168671.0
2023-09-06,RELIANCE,93.47007731742299,94.62700147271006,92.94268984427197,93.55905624215744,808672.0
2023-09-07,RELIANCE,93.70201041147602,94.70988770650752,91.97694970042828,93.29439940891947,437369.0
2023-09-08,RELIANCE,96.22860121997596,96.54851455409491,95.13394528203253,96.0145685755091,4076974.0
2023-09-11,RELIANCE,96.74814113736481,97.83765619052095,95.26226160282903,96.6402359232741,3592963.0
2023-09-12,RELIANCE,95.59245108472061,96.58042737423037,94.41502167675037,95.78307836685782,4607167.0
2023-09-13,RELIANCE,95.035976253018,96.13658206417324,93.4062604686791,94.71218586879671,2327039.0
2023-09-14,RELIANCE,95.64971879552488,96.66571652920526,93.90462784773283,95.19465828403989,396063.0
2023-09-15,RELIANCE,95.29239378126427,96.41546198782747,94.166516359616,94.97119549871404,1483875.0
2023-09-18,RELIANCE,95.1867610979976,96.65941020946359,95.10427670975487,95.68519599280613,1976336.0
2023-09-19,RELIANCE,96.29483498756308,97.52047626836898,95.25545343861451,96.15843361737967,4056778.0
2023-09-20,RELIANCE,95.6367400861649,97.43015410325788,95.4120801897363,96.08560470472281,4853267.0
2023-09-21,RELIANCE,94.99641820698812,96.05791145989765,94.04385989775194,95.2388109866544,2987757.0
2023-09-22,RELIANCE,93.2834884623163,95.05287923611921,92.87786403543075,93.72396376196853,2568665.0
2023-09-25,RELIANCE,93.3812442628509,93.81445644461701,91.8018386090416,93.27744880990151,3009984.0
2023-09-26,RELIANCE,94.3204375177176,95.23011748270703,92.99287552687964,94.13384760422498,792924.0
2023-09-27,RELIANCE,93.9624289864211,95.07795018564289,93.02546078472083,94.34794134835519,2670115.0
2023-09-28,RELIANCE,92.98604145268817,93.72276945542048,92.46967789690135,93.1022025696432,1761655.0
2023-09-29,RELIANCE,93.23162000444992,93.85233669712359,91.91336901322175,93.27538349549438,4772412.0
2023-10-02,RELIANCE,93.52975389698415,94.85698965110137,92.23794368470983,93.66070087522323,3200498.0
2023-10-03,RELIANCE,92.39786843950728,93.61671840279016,91.78978152020315,92.77684343902209,4889125.0
2023-10-04,RELIANCE,92.84951633515509,94.15533531649638,91.82431560721663,92.93056854496761,4770432.0
2023-10-05,RELIANCE,93.23995531122203,93.55413360421255,91.72396746251061,92.98877726341361,1123920.0
2023-10-06,RELIANCE,91.41681463011625,92.6610973034136,91.17096833832258,91.845806965583,3911666.0
2023-10-09,RELIANCE,91.78377434001318,93.24308561830661,91.20102824946784,92.20359432593128,3919712.0
2023-10-10,RELIANCE,92.6191501441355,94.05510201713848,91.8657158245272,92.76437885229952,1133668.0
2023-10-11,RELIANCE,94.28915580709372,94.66618259840686,93.20105610331254,,2573199.0
2023-10-12,RELIANCE,95.0698047942326,96.0271235239467,94.03369772521816,94.90123214750969,397675.0
2023-10-13,RELIANCE,93.70223273622517,94.90954052778879,92.95539047016712,93.5235627795526,808175.0
2023-10-16,RELIANCE,92.44765773047534,93.70160092781978,92.059925832688,92.58573773963748,3775002.0
2023-10-17,RELIANCE,93.19443379805467,93.83373248159977,92.46560671769132,93.10077300684614,1967306.0
2023-10-18,RELIANCE,93.12469014178609,94.13895973931488,92.15144384616917,93.61455895775835,363625.0
2023-10-19,RELIANCE,94.26570269047394,95.49970551796532,93.08007710816938,94.1296066440644,942840.0
2023-10-20,RELIANCE,98.39562508229535,98.50360754556951,96.5165159735659,97.98233813471911,4494643.0
2023-10-23,RELIANCE,98.6658021137571,99.92793031809647,97.62073076708214,98.55322864541228,225355.0
2023-10-24,RELIANCE,100.06249287905922,100.7177314196201,98.87697815250762,99.68879428559288,4322102.0
2023-10-25,RELIANCE,100.86676910455218,102.08186374759899,99.63665418624585,100.64279604908609,715937.0
2023-10-26,RELIANCE,100.91474571679558,102.59297053616555,100.35467561175898,101.29418730039188,1475607.0
2023-10-27,RELIANCE,101.38137136303737,102.47685216628487,100.3732533714898,100.97891805575154,119477.0
2023-10-30,RELIANCE,101.30433112060058,102.58859909169652,100.5970609615546,101.7378872762448,3656210.0
2023-10-31,RELIANCE,100.99902953425499,102.23225035063835,100.24902387919764,100.96506206170723,2587111.0
2023-11-01,RELIANCE,100.37038057876069,101.63017436857648,99.6086555000694,100.72824345496723,2109606.0
2023-11-02,RELIANCE,99.75458651786901,101.22275552744203,99.09267881473997,100.24287990713812,1659757.0
2023-11-03,RELIANCE,100.24678830665208,101.4522595097428,99.67272919339578,100.32475404652443,4699409.0
2023-11-06,RELIANCE,102.4344533208521,104.01308972738428,102.07806298608728,102.63941261319795,3532207.0
2023-11-07,RELIANCE,100.7581479144038,102.2562308898055,99.49138583453777,100.7721474206062,4567890.0
2023-11-08,RELIANCE,101.53560749771526,102.72668102484523,100.49860718721139,101.45840761098071,1981297.0
2023-11-09,RELIANCE,99.38943081210002,100.7634585219584,99.28752794428559,99.84569173979106,923759.0
2023-11-10,RELIANCE,98.99676316912539,100.29511687627871,97.87889355683187,99.37375987400164,3130855.0
2023-11-13,RELIANCE,100.52135286741942,101.70029277255789,99.90492990997264,100.462710470969,4629275.0
2023-11-14,RELIANCE,100.37015784323712,101.26576763583276,99.3319552612059,100.52699049006446,231184.0
2023-11-15,RELIANCE,99.6784191996846,100.05971982526654,97.96556678687173,99.44924571213515,1235627.0
2023-11-16,RELIANCE,98.88623365146712,99.58856416051596,97.99476189865926,98.73394200287518,2347805.0
2023-11-17,RELIANCE,99.75914411479977,100.20077874346394,98.77129038312266,99.41353975180986,345300.0
2023-11-20,RELIANCE,98.87566594676194,99.47948124054871,98.06178818067029,98.68317312009272,684010.0
2023-11-21,RELIANCE,98.82956278706484,99.63323946072461,98.0963565621071,98.8996317096747,192036.0
2023-11-22,RELIANCE,99.11817017197293,99.48729673921487,98.34415773856786,98.94520354957851,953392.0
2023-11-23,RELIANCE,98.06898437622812,98.81147713670612,97.10144186027857,98.2936032019727,381696.0
2023-11-24,RELIANCE,100.24386079007623,101.92526968103405,99.87525549316796,100.43754729129802,3762340.0
2023-11-27,RELIANCE,101.36045147353683,101.9992394473519,100.06204418546623,101.07146631361603,1290456.0
2023-11-28,RELIANCE,98.99274324336,99.9306503741181,97.54962687310544,99.04632372695842,4529723.0
2023-11-29,RELIANCE,99.5311583822462,100.41242532442092,97.91880777222184,99.23277804172785,1090029.0
2023-11-30,RELIANCE,98.89341395062773,99.28924546482452,97.45577213872845,98.57099157695946,254692.0
2023-12-01,RELIANCE,99.78098724941697,100.87338609570591,98.61717129096908,99.42342491175569,4557335.0
2023-12-04,RELIANCE,99.0475394091642,99.91724918773855,97.50700833703135,98.63090417332299,2491098.0
2023-12-05,RELIANCE,98.44715295236938,99.10557873416835,97.48912626794443,98.51616773185609,1757888.0
2023-12-06,RELIANCE,98.84002182915769,99.93873578662148,98.09507162694618,99.02115501083655,2685917.0
2023-12-07,RELIANCE,99.96910895160079,101.26602851256884,99.25619982826647,99.88691020500667,4937231.0
2023-12-08,RELIANCE,98.55778622138851,100.13134582024229,97.30000958271042,98.68661379795088,1924964.0
2023-12-11,RELIANCE,98.45318672891017,99.31951407335981,97.40232791328862,98.35211256210994,1488509.0
2023-12-12,RELIANCE,98.08275311359282,98.9905786401597,97.18254473912822,97.87716725094899,3854542.0
2023-12-13,RELIANCE,97.41224303686741,97.89087196446735,96.35607866749798,97.22383801837528,2598214.0
2023-12-14,RELIANCE,98.86384514567649,100.48046088479336,98.07516250612746,98.98929225865638,4778083.0
2023-12-15,RELIANCE,99.06113417131608,100.12594567100078,98.06673607405045,99.39427396961733,4864812.0
2023-12-18,RELIANCE,98.0639193537445,99.57612178941741,96.89977563472088,98.13339001528229,4673574.0
2023-12-19,RELIANCE,98.69384610641897,100.20089861132944,97.78194706869573,99.05125196233706,4208502.0
2023-12-20,RELIANCE,101.5635051945335,102.28114495422855,100.66237689492104,101.17340815934969,1668146.0
2023-12-21,RELIANCE,102.05175088063869,103.21856193091735,101.28971942172107,102.20587341990084,583455.0
2023-12-22,RELIANCE,100.34096320117015,101.41717326566459,99.7051593023115,100.68650345394683,4136405.0
2023-12-25,RELIANCE,99.72771714098631,100.87879741308608,99.6830771042575,100.20226938108057,647219.0
2023-12-26,RELIANCE,101.61500291655368,102.18966673933737,100.70936732152217,101.4691805302672,2286268.0
2023-12-27,RELIANCE,100.89841338210316,101.44794932679267,99.50122124152628,100.76151106464842,4545975.0
2023-12-28,RELIANCE,101.04593465937593,102.4849149663614,100.56822078706564,101.20533049279464,4087793.0
2023-12-29,RELIANCE,101.55167643507163,102.83008980539071,100.94465441477139,101.97996454622398,1724777.0
2024-01-01,RELIANCE,100.96266296954113,101.61087675120929,100.33783220262866,101.0530340746459,2971656.0
2024-01-02,RELIANCE,100.80472621364748,102.4626113487249,100.4813879439402,100.9935087185841,4808569.0
2024-01-03,RELIANCE,97.92936201825003,99.13602726347845,97.01103992091548,97.75224137851502,3955933.0
2024-01-04,RELIANCE,96.83363298663343,98.15560602037596,95.25197998227068,96.72785373718074,4922684.0
2024-01-05,RELIANCE,96.33987931398511,97.97019340843401,95.17374847390458,96.47528558578757,2426729.0
2024-01-08,RELIANCE,94.94539495807771,95.90139765304221,93.7679257595017,95.22750240382273,4007129.0
2024-01-09,RELIANCE,97.34794967390995,97.75615572665701,95.872059663828,96.85991370775436,195556.0
2024-01-10,RELIANCE,95.38377395098983,96.68801080549781,94.82003613111621,95.42977232979372,1997883.0
2024-01-11,RELIANCE,95.17800207887699,96.18574846115054,93.94176835412306,94.98972784309674,3569992.0
2024-01-12,RELIANCE,94.7610213879612,95.77436432672269,94.16609108582287,95.12046842038284,1655537.0
